"תוצאות בקטריאליות מדיגום במסגרת פיקוח מדגמי בנחלים, סקרים, שונות ",,,,,,,
קוד נקודה,תאריך דיגום,אנליט,תוצאה CFU/100 ml,שם נקודה,אתר,,
NS00001827,2019-06-10 16:54:48,קוליפורם צואתי,950,אל על מפל שחור,אל על,,
NS00001827,2019-06-16 00:00:00,E.coli MUG,1500,אל על מפל שחור,אל על,,
NS00001827,2019-06-16 00:00:00,קוליפורם צואתי,1500,אל על מפל שחור,אל על,,
NS00001827,2019-06-17 14:00:43,E.coli MUG,670,אל על מפל שחור,אל על,,
NS00001827,2019-06-17 14:00:43,קוליפורם צואתי,670,אל על מפל שחור,אל על,,
NS00001827,2019-07-02 15:07:23,E.coli MUG,1050,אל על מפל שחור,אל על,,
NS00001827,2019-07-02 15:07:23,קוליפורם צואתי,1200,אל על מפל שחור,אל על,,
NS00001827,2019-07-03 00:00:00,E.coli MUG,600,אל על מפל שחור,אל על,,
NS00001827,2019-07-03 00:00:00,קוליפורם צואתי,600,אל על מפל שחור,אל על,,
NS00001827,2019-07-15 16:41:00,E.coli MUG,1700,אל על מפל שחור,אל על,,
NS00001827,2019-07-15 16:41:00,קוליפורם צואתי,1700,אל על מפל שחור,אל על,,
NS00001827,2019-07-16 15:27:55,E.coli MUG,2300,אל על מפל שחור,אל על,,
NS00001827,2019-07-16 15:27:55,קוליפורם צואתי,2300,אל על מפל שחור,אל על,,
NS00001827,2019-08-05 15:52:40,E.coli MUG,1900,אל על מפל שחור,אל על,,
NS00001827,2019-08-05 15:52:40,קוליפורם צואתי,1900,אל על מפל שחור,אל על,,
NS00001827,2019-08-06 18:51:33,E.coli MUG,1600,אל על מפל שחור,אל על,,
NS00001827,2019-08-06 18:51:33,קוליפורם צואתי,1600,אל על מפל שחור,אל על,,
NS00001827,2019-08-19 00:00:00,E.coli MUG,1330,אל על מפל שחור,אל על,,
NS00001827,2019-08-19 00:00:00,קוליפורם צואתי,1330,אל על מפל שחור,אל על,,
NS00001827,2019-08-21 15:32:46,E.coli MUG,1050,אל על מפל שחור,אל על,,
NS00001827,2019-08-21 15:32:46,קוליפורם צואתי,1100,אל על מפל שחור,אל על,,
NS00001827,2019-09-02 14:58:21,E.coli MUG,2100,אל על מפל שחור,אל על,,
NS00001827,2019-09-02 14:58:21,קוליפורם צואתי,2400,אל על מפל שחור,אל על,,
NS00001827,2019-09-03 15:49:42,E.coli MUG,1600,אל על מפל שחור,אל על,,
NS00001827,2019-09-03 15:49:42,קוליפורם צואתי,1680,אל על מפל שחור,אל על,,
NS00001827,2019-09-18 16:44:05,E.coli MUG,2000,אל על מפל שחור,אל על,,
NS00001827,2019-09-18 16:44:05,קוליפורם צואתי,2000,אל על מפל שחור,אל על,,
NS00001827,2019-09-19 00:00:00,E.coli MUG,2000,אל על מפל שחור,אל על,,
NS00001827,2019-09-19 00:00:00,קוליפורם צואתי,2000,אל על מפל שחור,אל על,,
NS00001827,2019-09-24 17:02:13,E.coli MUG,1750,אל על מפל שחור,אל על,,
NS00001827,2019-09-24 17:02:13,קוליפורם צואתי,1750,אל על מפל שחור,אל על,,
NS00001827,2019-10-02 17:19:52,E.coli MUG,3600,אל על מפל שחור,אל על,,
NS00001827,2019-10-02 17:19:52,קוליפורם צואתי,3600,אל על מפל שחור,אל על,,
NS00000712,2019-03-11 14:59:35,קוליפורם צואתי,400, זאכי,יהודיה,,
NS00000712,2019-03-14 11:52:22,קוליפורם צואתי,600, זאכי,יהודיה,,
NS00000712,2019-03-21 13:08:22,קוליפורם צואתי,510, זאכי,יהודיה,,
NS00000712,2019-03-26 17:43:42,E.coli MUG,600, זאכי,יהודיה,,
NS00000712,2019-03-26 17:43:42,קוליפורם צואתי,600, זאכי,יהודיה,,
NS00000712,2019-04-10 14:21:49,E.coli MUG,380, זאכי,יהודיה,,
NS00000712,2019-04-10 14:21:49,קוליפורם צואתי,380, זאכי,יהודיה,,
NS00000712,2019-04-16 16:29:05,E.coli MUG,450, זאכי,יהודיה,,
NS00000712,2019-04-16 16:29:05,קוליפורם צואתי,470, זאכי,יהודיה,,
NS00000712,2019-05-06 16:33:52,E.coli MUG,370, זאכי,יהודיה,,
NS00000712,2019-05-06 16:33:52,קוליפורם צואתי,370, זאכי,יהודיה,,
NS00000712,2019-05-20 15:42:40,E.coli MUG,700, זאכי,יהודיה,,
NS00000712,2019-05-20 15:42:40,קוליפורם צואתי,700, זאכי,יהודיה,,
NS00000712,2019-06-02 15:55:39,E.coli MUG,1500, זאכי,יהודיה,,
NS00000712,2019-06-02 15:55:39,קוליפורם צואתי,1500, זאכי,יהודיה,,
NS00000712,2019-06-03 18:04:51,E.coli MUG,1500, זאכי,יהודיה,,
NS00000712,2019-06-03 18:04:51,קוליפורם צואתי,1500, זאכי,יהודיה,,
NS00000712,2019-06-06 11:18:52,E.coli MUG,1500, זאכי,יהודיה,,
NS00000712,2019-06-06 11:18:52,קוליפורם צואתי,1500, זאכי,יהודיה,,
NS00000712,2019-06-10 16:54:48,E.coli MUG,1300, זאכי,יהודיה,,
NS00000712,2019-06-10 16:54:48,קוליפורם צואתי,1500, זאכי,יהודיה,,
NS00000712,2019-06-16 00:00:00,E.coli MUG,2200, זאכי,יהודיה,,
NS00000712,2019-06-16 00:00:00,קוליפורם צואתי,2200, זאכי,יהודיה,,
NS00000712,2019-06-17 14:00:43,E.coli MUG,1200, זאכי,יהודיה,,
NS00000712,2019-06-17 14:00:43,קוליפורם צואתי,1200, זאכי,יהודיה,,
NS00000712,2019-07-02 15:07:23,E.coli MUG,2000, זאכי,יהודיה,,
NS00000712,2019-07-02 15:07:23,קוליפורם צואתי,2000, זאכי,יהודיה,,
NS00000712,2019-07-03 00:00:00,E.coli MUG,900, זאכי,יהודיה,,
NS00000712,2019-07-03 00:00:00,קוליפורם צואתי,900, זאכי,יהודיה,,
NS00000712,2019-07-15 16:41:00,E.coli MUG,1900, זאכי,יהודיה,,
NS00000712,2019-07-15 16:41:00,קוליפורם צואתי,1900, זאכי,יהודיה,,
NS00000712,2019-07-16 15:27:55,E.coli MUG,2000, זאכי,יהודיה,,
NS00000712,2019-07-16 15:27:55,קוליפורם צואתי,2000, זאכי,יהודיה,,
NS00000712,2019-08-05 15:52:40,E.coli MUG,1500, זאכי,יהודיה,,
NS00000712,2019-08-05 15:52:40,קוליפורם צואתי,1500, זאכי,יהודיה,,
NS00000712,2019-08-06 18:51:33,E.coli MUG,1900, זאכי,יהודיה,,
NS00000712,2019-08-06 18:51:33,קוליפורם צואתי,1900, זאכי,יהודיה,,
NS00000712,2019-08-19 08:47:52,E.coli MUG,800, זאכי,יהודיה,,
NS00000712,2019-08-19 08:47:52,קוליפורם צואתי,1500, זאכי,יהודיה,,
NS00000712,2019-08-21 15:32:46,E.coli MUG,1000, זאכי,יהודיה,,
NS00000712,2019-08-21 15:32:46,קוליפורם צואתי,1110, זאכי,יהודיה,,
NS00000712,2019-09-02 14:45:03,E.coli MUG,2000, זאכי,יהודיה,,
NS00000712,2019-09-02 14:45:03,קוליפורם צואתי,2250, זאכי,יהודיה,,
NS00000712,2019-09-03 15:48:42,E.coli MUG,1570, זאכי,יהודיה,,
NS00000712,2019-09-03 15:48:42,קוליפורם צואתי,1570, זאכי,יהודיה,,
NS00000712,2019-09-18 16:44:05,E.coli MUG,2000, זאכי,יהודיה,,
NS00000712,2019-09-18 16:44:05,קוליפורם צואתי,2050, זאכי,יהודיה,,
NS00000712,2019-09-19 07:55:06,E.coli MUG,1950, זאכי,יהודיה,,
NS00000712,2019-09-19 07:55:06,קוליפורם צואתי,1950, זאכי,יהודיה,,
NS00000712,2019-09-24 17:02:13,E.coli MUG,1900, זאכי,יהודיה,,
NS00000712,2019-09-24 17:02:13,קוליפורם צואתי,1900, זאכי,יהודיה,,
NS00000712,2019-10-02 17:19:52,E.coli MUG,2030, זאכי,יהודיה,,
NS00000712,2019-10-02 17:19:52,קוליפורם צואתי,2030, זאכי,יהודיה,,
NS00000713,2019-03-26 17:43:42,E.coli MUG,230,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-03-26 17:43:42,קוליפורם צואתי,260,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-04-10 14:21:49,E.coli MUG,210,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-04-10 14:21:49,קוליפורם צואתי,210,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-04-16 16:29:05,E.coli MUG,300,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-04-16 16:29:05,קוליפורם צואתי,300,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-05-06 16:33:52,E.coli MUG,370,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-05-06 16:33:52,קוליפורם צואתי,370,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-05-20 15:42:40,E.coli MUG,310,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-05-20 15:42:40,קוליפורם צואתי,510,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-06-02 15:55:39,E.coli MUG,1200,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-06-02 15:55:39,קוליפורם צואתי,1200,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-06-03 18:04:51,E.coli MUG,1100,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-06-03 18:04:51,קוליפורם צואתי,1100,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-06-06 11:18:52,E.coli MUG,1200,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-06-06 11:18:52,קוליפורם צואתי,1200,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-06-10 16:54:48,E.coli MUG,800,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-06-10 16:54:48,קוליפורם צואתי,960,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-06-16 00:00:00,E.coli MUG,370,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-06-16 00:00:00,קוליפורם צואתי,370,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-07-02 15:07:23,E.coli MUG,600,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-07-02 15:07:23,קוליפורם צואתי,600,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-07-15 16:41:00,E.coli MUG,500,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-07-15 16:41:00,קוליפורם צואתי,600,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-08-05 15:52:40,E.coli MUG,380,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-08-05 15:52:40,קוליפורם צואתי,380,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-08-19 00:00:00,E.coli MUG,1200,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-08-19 00:00:00,קוליפורם צואתי,1200,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-08-21 15:32:46,E.coli MUG,850,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-08-21 15:32:46,קוליפורם צואתי,850,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-09-02 14:45:03,E.coli MUG,250,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-09-02 14:45:03,קוליפורם צואתי,1150,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-09-03 15:49:42,E.coli MUG,1200,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-09-03 15:49:42,קוליפורם צואתי,1200,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-09-09 11:48:56,E.coli MUG,700,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-09-09 11:48:56,קוליפורם צואתי,1050,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-09-18 16:44:05,E.coli MUG,280,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-09-18 16:44:05,קוליפורם צואתי,690,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-09-24 17:02:13,E.coli MUG,370,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-09-24 17:02:13,קוליפורם צואתי,600,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-10-02 17:19:52,E.coli MUG,700,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-10-02 17:19:52,קוליפורם צואתי,720,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-10-03 13:53:07,E.coli MUG,900,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-10-03 13:53:07,קוליפורם צואתי,900,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-10-15 14:17:45,E.coli MUG,1950,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-10-15 14:17:45,קוליפורם צואתי,1950,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-10-16 16:17:25,E.coli MUG,650,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2019-10-16 16:17:25,קוליפורם צואתי,900,יהודיה מפל יהודיה,יהודיה,,
NS00001896,2019-07-15 18:05:40,E.coli MUG,פלטה מכוסה,יהודיה עין תות,יהודיה,,
NS00001896,2019-07-15 18:05:40,קוליפורם צואתי,פלטה מכוסה,יהודיה עין תות,יהודיה,,
NS00001896,2019-08-19 00:00:00,E.coli MUG,300,יהודיה עין תות,יהודיה,,
NS00001896,2019-08-19 00:00:00,קוליפורם צואתי,1680,יהודיה עין תות,יהודיה,,
NS00001896,2019-09-18 16:44:05,E.coli MUG,1540,יהודיה עין תות,יהודיה,,
NS00001896,2019-09-18 16:44:05,קוליפורם צואתי,1540,יהודיה עין תות,יהודיה,,
NS00001897,2019-07-15 18:05:40,E.coli MUG,1100,יהודיה מסיל קצביה,יהודיה,,
NS00001897,2019-07-15 18:05:40,קוליפורם צואתי,1100,יהודיה מסיל קצביה,יהודיה,,
NS00001897,2019-08-19 00:00:00,E.coli MUG,300,יהודיה מסיל קצביה,יהודיה,,
NS00001897,2019-08-19 00:00:00,קוליפורם צואתי,400,יהודיה מסיל קצביה,יהודיה,,
NS00001897,2019-09-18 16:44:05,E.coli MUG,490,יהודיה מסיל קצביה,יהודיה,,
NS00001897,2019-09-18 16:44:05,קוליפורם צואתי,700,יהודיה מסיל קצביה,יהודיה,,
NS00001898,2019-07-15 18:05:40,E.coli MUG,2700,יהודיה תחנה הידרומטרית,יהודיה,,
NS00001898,2019-07-15 18:05:40,קוליפורם צואתי,2700,יהודיה תחנה הידרומטרית,יהודיה,,
NS00001898,2019-08-19 00:00:00,E.coli MUG,180,יהודיה תחנה הידרומטרית,יהודיה,,
NS00001898,2019-08-19 00:00:00,קוליפורם צואתי,1870,יהודיה תחנה הידרומטרית,יהודיה,,
NS00001898,2019-09-18 16:44:05,E.coli MUG,3200,יהודיה תחנה הידרומטרית,יהודיה,,
NS00001898,2019-09-18 16:44:05,קוליפורם צואתי,3200,יהודיה תחנה הידרומטרית,יהודיה,,
NS00000714,2019-03-26 17:43:42,E.coli MUG,650,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-03-26 17:43:42,קוליפורם צואתי,650,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-04-10 14:21:49,E.coli MUG,350,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-04-10 14:21:49,קוליפורם צואתי,350,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-04-16 16:29:05,E.coli MUG,620,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-04-16 16:29:05,קוליפורם צואתי,790,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-04-17 15:02:06,E.coli MUG,960,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-04-17 15:02:06,קוליפורם צואתי,960,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-05-06 16:33:52,E.coli MUG,270,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-05-06 16:33:52,קוליפורם צואתי,270,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-05-20 15:42:40,E.coli MUG,220,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-05-20 15:42:40,קוליפורם צואתי,220,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-06-02 15:55:39,E.coli MUG,700,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-06-02 15:55:39,קוליפורם צואתי,700,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-06-16 00:00:00,E.coli MUG,800,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-06-16 00:00:00,קוליפורם צואתי,800,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-07-02 15:07:23,E.coli MUG,270,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-07-02 15:07:23,קוליפורם צואתי,330,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-07-15 16:41:00,E.coli MUG,250,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-07-15 16:41:00,קוליפורם צואתי,420,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-08-05 15:52:40,E.coli MUG,300,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-08-05 15:52:40,קוליפורם צואתי,500,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-08-19 00:00:00,E.coli MUG,260,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-08-19 00:00:00,קוליפורם צואתי,850,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-09-02 14:45:03,E.coli MUG,370,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-09-02 14:45:03,קוליפורם צואתי,550,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-09-04 17:10:16,E.coli MUG,300,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-09-04 17:10:16,קוליפורם צואתי,960,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-09-05 15:54:15,E.coli MUG,340,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-09-05 15:54:15,קוליפורם צואתי,1080,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-09-18 16:44:05,E.coli MUG,410,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-09-18 16:44:05,קוליפורם צואתי,1100,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-09-19 00:00:00,E.coli MUG,280,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-09-19 00:00:00,קוליפורם צואתי,1050,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-09-24 17:02:13,E.coli MUG,300,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-09-24 17:02:13,קוליפורם צואתי,530,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-10-02 17:19:52,E.coli MUG,350,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-10-02 17:19:52,קוליפורם צואתי,1600,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-10-03 13:53:07,E.coli MUG,370,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-10-03 13:53:07,קוליפורם צואתי,430,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-10-15 14:17:45,E.coli MUG,550,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-10-15 14:17:45,קוליפורם צואתי,1050,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-10-16 16:17:25,E.coli MUG,340,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2019-10-16 16:17:25,קוליפורם צואתי,650,ירדן גשר אריק,ירדן טבריה,,
NS00000719,2019-03-26 17:43:42,E.coli MUG,450,מג'רסה,מג'רסה,,
NS00000719,2019-03-26 17:43:42,קוליפורם צואתי,450,מג'רסה,מג'רסה,,
NS00000719,2019-04-10 14:21:49,E.coli MUG,110,מג'רסה,מג'רסה,,
NS00000719,2019-04-10 14:21:49,קוליפורם צואתי,110,מג'רסה,מג'רסה,,
NS00000719,2019-04-16 16:29:05,E.coli MUG,140,מג'רסה,מג'רסה,,
NS00000719,2019-04-16 16:29:05,קוליפורם צואתי,190,מג'רסה,מג'רסה,,
NS00000719,2019-05-06 16:33:52,E.coli MUG,110,מג'רסה,מג'רסה,,
NS00000719,2019-05-06 16:33:52,קוליפורם צואתי,200,מג'רסה,מג'רסה,,
NS00000719,2019-05-20 15:42:40,E.coli MUG,560,מג'רסה,מג'רסה,,
NS00000719,2019-05-20 15:42:40,קוליפורם צואתי,560,מג'רסה,מג'רסה,,
NS00000719,2019-06-02 15:55:39,E.coli MUG,1100,מג'רסה,מג'רסה,,
NS00000719,2019-06-02 15:55:39,קוליפורם צואתי,1100,מג'רסה,מג'רסה,,
NS00000719,2019-06-03 18:04:51,E.coli MUG,1050,מג'רסה,מג'רסה,,
NS00000719,2019-06-03 18:04:51,קוליפורם צואתי,1050,מג'רסה,מג'רסה,,
NS00000719,2019-06-05 11:17:04,E.coli MUG,750,מג'רסה,מג'רסה,,
NS00000719,2019-06-05 11:17:04,קוליפורם צואתי,750,מג'רסה,מג'רסה,,
NS00000719,2019-06-06 11:18:52,E.coli MUG,1300,מג'רסה,מג'רסה,,
NS00000719,2019-06-06 11:18:52,קוליפורם צואתי,1300,מג'רסה,מג'רסה,,
NS00000719,2019-06-10 16:54:48,E.coli MUG,700,מג'רסה,מג'רסה,,
NS00000719,2019-06-10 16:54:48,קוליפורם צואתי,700,מג'רסה,מג'רסה,,
NS00000719,2019-06-16 00:00:00,E.coli MUG,1100,מג'רסה,מג'רסה,,
NS00000719,2019-06-16 00:00:00,קוליפורם צואתי,1100,מג'רסה,מג'רסה,,
NS00000719,2019-06-17 14:00:43,E.coli MUG,630,מג'רסה,מג'רסה,,
NS00000719,2019-06-17 14:00:43,קוליפורם צואתי,750,מג'רסה,מג'רסה,,
NS00000719,2019-07-02 15:07:23,E.coli MUG,600,מג'רסה,מג'רסה,,
NS00000719,2019-07-02 15:07:23,קוליפורם צואתי,630,מג'רסה,מג'רסה,,
NS00000719,2019-07-15 16:41:00,E.coli MUG,1200,מג'רסה,מג'רסה,,
NS00000719,2019-07-15 16:41:00,קוליפורם צואתי,1200,מג'רסה,מג'רסה,,
NS00000719,2019-07-16 15:27:55,E.coli MUG,1400,מג'רסה,מג'רסה,,
NS00000719,2019-07-16 15:27:55,קוליפורם צואתי,1400,מג'רסה,מג'רסה,,
NS00000719,2019-07-21 16:04:56,E.coli MUG,650,מג'רסה,מג'רסה,,
NS00000719,2019-07-21 16:04:56,קוליפורם צואתי,650,מג'רסה,מג'רסה,,
NS00000719,2019-08-05 15:52:40,E.coli MUG,500,מג'רסה,מג'רסה,,
NS00000719,2019-08-05 15:52:40,קוליפורם צואתי,530,מג'רסה,מג'רסה,,
NS00000719,2019-08-19 00:00:00,E.coli MUG,360,מג'רסה,מג'רסה,,
NS00000719,2019-08-19 00:00:00,קוליפורם צואתי,520,מג'רסה,מג'רסה,,
NS00000719,2019-09-02 14:45:03,E.coli MUG,170,מג'רסה,מג'רסה,,
NS00000719,2019-09-02 14:45:03,קוליפורם צואתי,480,מג'רסה,מג'רסה,,
NS00000719,2019-09-18 16:44:05,E.coli MUG,250,מג'רסה,מג'רסה,,
NS00000719,2019-09-18 16:44:05,קוליפורם צואתי,480,מג'רסה,מג'רסה,,
NS00000719,2019-09-24 17:02:13,E.coli MUG,200,מג'רסה,מג'רסה,,
NS00000719,2019-09-24 17:02:13,קוליפורם צואתי,240,מג'רסה,מג'רסה,,
NS00000719,2019-10-02 17:19:52,E.coli MUG,400,מג'רסה,מג'רסה,,
NS00000719,2019-10-02 17:19:52,קוליפורם צואתי,1100,מג'רסה,מג'רסה,,
NS00000719,2019-10-03 13:53:07,E.coli MUG,570,מג'רסה,מג'רסה,,
NS00000719,2019-10-03 13:53:07,קוליפורם צואתי,670,מג'רסה,מג'רסה,,
NS00000719,2019-10-15 14:17:45,E.coli MUG,780,מג'רסה,מג'רסה,,
NS00000719,2019-10-15 14:17:45,קוליפורם צואתי,1140,מג'רסה,מג'רסה,,
NS00000719,2019-10-16 16:17:25,E.coli MUG,250,מג'רסה,מג'רסה,,
NS00000719,2019-10-16 16:17:25,קוליפורם צואתי,350,מג'רסה,מג'רסה,,
NS00001850,2019-07-21 16:04:56,קוליפורם צואתי,<1,מג'רסה חיבור קידוח,מג'רסה,,
NS00001851,2019-07-21 16:04:56,קוליפורם צואתי,<1,מג'רסה חיבור כנרת,מג'רסה,,
NS00001910,2019-07-21 16:04:56,E.coli MUG,700,מג'רסה לפני המאגר,מג'רסה,,
NS00001910,2019-07-21 16:04:56,קוליפורם צואתי,700,מג'רסה לפני המאגר,מג'רסה,,
NS00001911,2019-07-21 16:04:56,קוליפורם צואתי,<1,מג'רסה דליות אחרי המאגר,מג'רסה,,
NS00001911,2019-08-19 00:00:00,E.coli MUG,20,מג'רסה דליות אחרי המאגר,מג'רסה,,
NS00001911,2019-08-19 00:00:00,קוליפורם צואתי,140,מג'רסה דליות אחרי המאגר,מג'רסה,,
NS00001911,2019-09-18 16:44:05,E.coli MUG,30,מג'רסה דליות אחרי המאגר,מג'רסה,,
NS00001911,2019-09-18 16:44:05,קוליפורם צואתי,150,מג'רסה דליות אחרי המאגר,מג'רסה,,
NS00001912,2019-07-21 16:04:56,E.coli MUG,270,מג'רסה דליות סוף הזרימה,מג'רסה,,
NS00001912,2019-07-21 16:04:56,קוליפורם צואתי,270,מג'רסה דליות סוף הזרימה,מג'רסה,,
NS00001912,2019-08-19 00:00:00,E.coli MUG,240,מג'רסה דליות סוף הזרימה,מג'רסה,,
NS00001912,2019-08-19 00:00:00,קוליפורם צואתי,240,מג'רסה דליות סוף הזרימה,מג'רסה,,
NS00001912,2019-09-18 16:44:05,E.coli MUG,210,מג'רסה דליות סוף הזרימה,מג'רסה,,
NS00001912,2019-09-18 16:44:05,קוליפורם צואתי,250,מג'רסה דליות סוף הזרימה,מג'רסה,,
NS00001913,2019-07-21 16:04:56,E.coli MUG,900,מג'רסה מעלה,מג'רסה,,
NS00001913,2019-07-21 16:04:56,קוליפורם צואתי,900,מג'רסה מעלה,מג'רסה,,
NS00001913,2019-08-19 00:00:00,E.coli MUG,530,מג'רסה מעלה,מג'רסה,,
NS00001913,2019-08-19 00:00:00,קוליפורם צואתי,1050,מג'רסה מעלה,מג'רסה,,
NS00001913,2019-09-18 16:44:05,E.coli MUG,10,מג'רסה מעלה,מג'רסה,,
NS00001913,2019-09-18 16:44:05,קוליפורם צואתי,20,מג'רסה מעלה,מג'רסה,,
NS00001914,2019-08-05 15:52:40,E.coli MUG,1700,מג'רסה דליות תחילת זרימה,מג'רסה,,
NS00001914,2019-08-05 15:52:40,קוליפורם צואתי,1700,מג'רסה דליות תחילת זרימה,מג'רסה,,
NS00001915,2019-08-05 15:52:40,E.coli MUG,3200,מג'רסה מסיל צפוני,מג'רסה,,
NS00001915,2019-08-05 15:52:40,קוליפורם צואתי,3200,מג'רסה מסיל צפוני,מג'רסה,,
NS00001920,2019-08-19 00:00:00,E.coli MUG,1250,מג'רסה נחל שפמנון,מג'רסה,,
NS00001920,2019-08-19 00:00:00,קוליפורם צואתי,1250,מג'רסה נחל שפמנון,מג'רסה,,
NS00001920,2019-09-18 16:44:05,E.coli MUG,920,מג'רסה נחל שפמנון,מג'רסה,,
NS00001920,2019-09-18 16:44:05,קוליפורם צואתי,1150,מג'רסה נחל שפמנון,מג'רסה,,
NS00000720,2019-03-26 17:43:42,E.coli MUG,300,משושים בריכת המשושים,משושים,,
NS00000720,2019-03-26 17:43:42,קוליפורם צואתי,300,משושים בריכת המשושים,משושים,,
NS00000720,2019-04-10 14:21:49,E.coli MUG,520,משושים בריכת המשושים,משושים,,
NS00000720,2019-04-10 14:21:49,קוליפורם צואתי,520,משושים בריכת המשושים,משושים,,
