"תוצאות בקטריאליות מדיגום במסגרת פיקוח מדגמי בנחלים, סקרים, שונות ",,,,,,,
קוד נקודה,תאריך דיגום,אנליט,תוצאה CFU/100 ml,שם נקודה,אתר,,
NS00000720,2019-04-16 16:29:05,E.coli MUG,340,משושים בריכת המשושים,משושים,,
NS00000720,2019-04-16 16:29:05,קוליפורם צואתי,340,משושים בריכת המשושים,משושים,,
NS00000720,2019-05-06 16:33:52,E.coli MUG,430,משושים בריכת המשושים,משושים,,
NS00000720,2019-05-06 16:33:52,קוליפורם צואתי,430,משושים בריכת המשושים,משושים,,
NS00000720,2019-05-20 15:42:40,E.coli MUG,430,משושים בריכת המשושים,משושים,,
NS00000720,2019-05-20 15:42:40,קוליפורם צואתי,490,משושים בריכת המשושים,משושים,,
NS00000720,2019-06-02 15:55:39,E.coli MUG,1200,משושים בריכת המשושים,משושים,,
NS00000720,2019-06-02 15:55:39,קוליפורם צואתי,1200,משושים בריכת המשושים,משושים,,
NS00000720,2019-06-03 18:04:51,E.coli MUG,1300,משושים בריכת המשושים,משושים,,
NS00000720,2019-06-03 18:04:51,קוליפורם צואתי,1300,משושים בריכת המשושים,משושים,,
NS00000720,2019-06-06 11:18:52,E.coli MUG,1700,משושים בריכת המשושים,משושים,,
NS00000720,2019-06-06 11:18:52,קוליפורם צואתי,1700,משושים בריכת המשושים,משושים,,
NS00000720,2019-06-10 16:54:48,E.coli MUG,700,משושים בריכת המשושים,משושים,,
NS00000720,2019-06-10 16:54:48,קוליפורם צואתי,800,משושים בריכת המשושים,משושים,,
NS00000720,2019-06-16 00:00:00,E.coli MUG,1100,משושים בריכת המשושים,משושים,,
NS00000720,2019-06-16 00:00:00,קוליפורם צואתי,1100,משושים בריכת המשושים,משושים,,
NS00000720,2019-06-17 14:00:43,E.coli MUG,1100,משושים בריכת המשושים,משושים,,
NS00000720,2019-06-17 14:00:43,קוליפורם צואתי,1120,משושים בריכת המשושים,משושים,,
NS00000720,2019-06-19 18:01:16,E.coli MUG,850,משושים בריכת המשושים,משושים,,
NS00000720,2019-06-19 18:01:16,קוליפורם צואתי,850,משושים בריכת המשושים,משושים,,
NS00000720,2019-07-02 15:07:23,E.coli MUG,1100,משושים בריכת המשושים,משושים,,
NS00000720,2019-07-02 15:07:23,קוליפורם צואתי,1150,משושים בריכת המשושים,משושים,,
NS00000720,2019-07-03 00:00:00,E.coli MUG,450,משושים בריכת המשושים,משושים,,
NS00000720,2019-07-03 00:00:00,קוליפורם צואתי,450,משושים בריכת המשושים,משושים,,
NS00000720,2019-07-15 16:41:00,E.coli MUG,1600,משושים בריכת המשושים,משושים,,
NS00000720,2019-07-15 16:41:00,קוליפורם צואתי,1600,משושים בריכת המשושים,משושים,,
NS00000720,2019-07-16 15:27:55,E.coli MUG,350,משושים בריכת המשושים,משושים,,
NS00000720,2019-07-16 15:27:55,קוליפורם צואתי,350,משושים בריכת המשושים,משושים,,
NS00000720,2019-08-05 15:52:40,E.coli MUG,1100,משושים בריכת המשושים,משושים,,
NS00000720,2019-08-05 15:52:40,קוליפורם צואתי,1100,משושים בריכת המשושים,משושים,,
NS00000720,2019-08-06 18:51:33,E.coli MUG,1500,משושים בריכת המשושים,משושים,,
NS00000720,2019-08-06 18:51:33,קוליפורם צואתי,1500,משושים בריכת המשושים,משושים,,
NS00000720,2019-08-11 11:13:17,E.coli MUG,1100,משושים בריכת המשושים,משושים,,
NS00000720,2019-08-11 11:13:17,קוליפורם צואתי,1250,משושים בריכת המשושים,משושים,,
NS00000720,2019-08-14 12:19:24,E.coli MUG,1300,משושים בריכת המשושים,משושים,,
NS00000720,2019-08-14 12:19:24,קוליפורם צואתי,1450,משושים בריכת המשושים,משושים,,
NS00000720,2019-08-19 00:00:00,E.coli MUG,660,משושים בריכת המשושים,משושים,,
NS00000720,2019-08-19 00:00:00,קוליפורם צואתי,660,משושים בריכת המשושים,משושים,,
NS00000720,2019-09-02 14:45:03,E.coli MUG,110,משושים בריכת המשושים,משושים,,
NS00000720,2019-09-02 14:45:03,קוליפורם צואתי,710,משושים בריכת המשושים,משושים,,
NS00000720,2019-09-18 16:44:05,E.coli MUG,1110,משושים בריכת המשושים,משושים,,
NS00000720,2019-09-18 16:44:05,קוליפורם צואתי,1200,משושים בריכת המשושים,משושים,,
NS00000720,2019-09-19 00:00:00,E.coli MUG,350,משושים בריכת המשושים,משושים,,
NS00000720,2019-09-19 00:00:00,קוליפורם צואתי,570,משושים בריכת המשושים,משושים,,
NS00000720,2019-09-24 17:02:13,E.coli MUG,1500,משושים בריכת המשושים,משושים,,
NS00000720,2019-09-24 17:02:13,קוליפורם צואתי,1500,משושים בריכת המשושים,משושים,,
NS00000720,2019-10-02 17:19:52,E.coli MUG,1700,משושים בריכת המשושים,משושים,,
NS00000720,2019-10-02 17:19:52,קוליפורם צואתי,1700,משושים בריכת המשושים,משושים,,
NS00000720,2019-10-03 13:53:07,E.coli MUG,530,משושים בריכת המשושים,משושים,,
NS00000720,2019-10-03 13:53:07,קוליפורם צואתי,530,משושים בריכת המשושים,משושים,,
NS00000720,2019-10-06 16:05:47,E.coli MUG,510,משושים בריכת המשושים,משושים,,
NS00000720,2019-10-06 16:05:47,קוליפורם צואתי,510,משושים בריכת המשושים,משושים,,
NS00000720,2019-10-15 14:17:45,E.coli MUG,1200,משושים בריכת המשושים,משושים,,
NS00000720,2019-10-15 14:17:45,קוליפורם צואתי,1200,משושים בריכת המשושים,משושים,,
NS00000720,2019-10-16 16:17:25,E.coli MUG,1180,משושים בריכת המשושים,משושים,,
NS00000720,2019-10-16 16:17:25,קוליפורם צואתי,1180,משושים בריכת המשושים,משושים,,
NS00000720,2019-10-17 13:54:49,E.coli MUG,800,משושים בריכת המשושים,משושים,,
NS00000720,2019-10-17 13:54:49,קוליפורם צואתי,1140,משושים בריכת המשושים,משושים,,
NS00000720,2019-10-18 11:19:09,קוליפורם צואתי,1020,משושים בריכת המשושים,משושים,,
NS00001887,2019-06-19 18:01:16,E.coli MUG,6,משושים צומת נשוט לכיוון קצרין,משושים,,
NS00001887,2019-06-19 18:01:16,קוליפורם צואתי,6,משושים צומת נשוט לכיוון קצרין,משושים,,
NS00001887,2019-07-15 18:05:40,E.coli MUG,70,משושים צומת נשוט לכיוון קצרין,משושים,,
NS00001887,2019-07-15 18:05:40,קוליפורם צואתי,70,משושים צומת נשוט לכיוון קצרין,משושים,,
NS00001888,2019-06-19 18:01:16,E.coli MUG,600,משושים לפני חיבור נחל אל-דורה למשושים,משושים,,
NS00001888,2019-06-19 18:01:16,קוליפורם צואתי,600,משושים לפני חיבור נחל אל-דורה למשושים,משושים,,
NS00001888,2019-07-15 18:05:40,E.coli MUG,250,משושים לפני חיבור נחל אל-דורה למשושים,משושים,,
NS00001888,2019-07-15 18:05:40,קוליפורם צואתי,600,משושים לפני חיבור נחל אל-דורה למשושים,משושים,,
NS00001888,2019-08-19 00:00:00,E.coli MUG,590,משושים לפני חיבור נחל אל-דורה למשושים,משושים,,
NS00001888,2019-08-19 00:00:00,קוליפורם צואתי,660,משושים לפני חיבור נחל אל-דורה למשושים,משושים,,
NS00001888,2019-09-18 16:44:05,E.coli MUG,340,משושים לפני חיבור נחל אל-דורה למשושים,משושים,,
NS00001888,2019-09-18 16:44:05,קוליפורם צואתי,450,משושים לפני חיבור נחל אל-דורה למשושים,משושים,,
NS00001889,2019-06-19 18:01:16,E.coli MUG,550,משושים מעל חיבור נחל קצרין,משושים,,
NS00001889,2019-06-19 18:01:16,קוליפורם צואתי,550,משושים מעל חיבור נחל קצרין,משושים,,
NS00001889,2019-07-15 18:05:40,E.coli MUG,400,משושים מעל חיבור נחל קצרין,משושים,,
NS00001889,2019-07-15 18:05:40,קוליפורם צואתי,600,משושים מעל חיבור נחל קצרין,משושים,,
NS00001889,2019-08-19 00:00:00,E.coli MUG,780,משושים מעל חיבור נחל קצרין,משושים,,
NS00001889,2019-08-19 00:00:00,קוליפורם צואתי,780,משושים מעל חיבור נחל קצרין,משושים,,
NS00001889,2019-09-18 16:44:05,E.coli MUG,850,משושים מעל חיבור נחל קצרין,משושים,,
NS00001889,2019-09-18 16:44:05,קוליפורם צואתי,850,משושים מעל חיבור נחל קצרין,משושים,,
NS00001890,2019-06-19 18:01:16,E.coli MUG,800,משושים סוף נחל קצרין,משושים,,
NS00001890,2019-06-19 18:01:16,קוליפורם צואתי,800,משושים סוף נחל קצרין,משושים,,
NS00001890,2019-07-15 18:05:40,E.coli MUG,160,משושים סוף נחל קצרין,משושים,,
NS00001890,2019-07-15 18:05:40,קוליפורם צואתי,200,משושים סוף נחל קצרין,משושים,,
NS00001902,2019-07-15 18:05:40,E.coli MUG,1200,משושים נחל דורה,משושים,,
NS00001902,2019-07-15 18:05:40,קוליפורם צואתי,1200,משושים נחל דורה,משושים,,
NS00001902,2019-08-19 00:00:00,E.coli MUG,1200,משושים נחל דורה,משושים,,
NS00001902,2019-08-19 00:00:00,קוליפורם צואתי,1200,משושים נחל דורה,משושים,,
NS00001902,2019-09-18 16:44:05,E.coli MUG,1600,משושים נחל דורה,משושים,,
NS00001902,2019-09-18 16:44:05,קוליפורם צואתי,1600,משושים נחל דורה,משושים,,
NS00001903,2019-07-15 18:05:40,E.coli MUG,2500,משושים חורשה,משושים,,
NS00001903,2019-07-15 18:05:40,קוליפורם צואתי,2500,משושים חורשה,משושים,,
NS00001903,2019-08-19 00:00:00,E.coli MUG,1100,משושים חורשה,משושים,,
NS00001903,2019-08-19 00:00:00,קוליפורם צואתי,1100,משושים חורשה,משושים,,
NS00001903,2019-09-18 16:44:05,E.coli MUG,1200,משושים חורשה,משושים,,
NS00001903,2019-09-18 16:44:05,קוליפורם צואתי,1200,משושים חורשה,משושים,,
NS00001917,2019-08-19 00:00:00,E.coli MUG,840,משושים לאחר חיבור נחל קצרין,משושים,,
NS00001917,2019-08-19 00:00:00,קוליפורם צואתי,840,משושים לאחר חיבור נחל קצרין,משושים,,
NS00001917,2019-09-18 16:44:05,E.coli MUG,370,משושים לאחר חיבור נחל קצרין,משושים,,
NS00001917,2019-09-18 16:44:05,קוליפורם צואתי,600,משושים לאחר חיבור נחל קצרין,משושים,,
NS00001918,2019-08-19 00:00:00,E.coli MUG,150,משושים מעבר כביש,משושים,,
NS00001918,2019-08-19 00:00:00,קוליפורם צואתי,200,משושים מעבר כביש,משושים,,
NS00001918,2019-09-18 16:44:05,E.coli MUG,400,משושים מעבר כביש,משושים,,
NS00001918,2019-09-18 16:44:05,קוליפורם צואתי,920,משושים מעבר כביש,משושים,,
NS00001690,2019-09-03 15:49:42,E.coli MUG,40,ירמוכים מאגר,סקר,,
NS00001690,2019-09-03 15:49:42,קוליפורם צואתי,50,ירמוכים מאגר,סקר,,
NS00001690,2019-10-07 13:30:57,קוליפורם צואתי,156,ירמוכים מאגר,סקר,,
NS00001690,2019-11-07 13:58:38,קוליפורם צואתי,360,ירמוכים מאגר,סקר,,
NS00001691,2019-09-03 15:49:42,E.coli MUG,550,ירמוכים כניסה,סקר,,
NS00001691,2019-09-03 15:49:42,קוליפורם צואתי,1100,ירמוכים כניסה,סקר,,
NS00001691,2019-10-07 13:30:57,קוליפורם צואתי,480,ירמוכים כניסה,סקר,,
NS00001691,2019-11-07 13:58:38,קוליפורם צואתי,400,ירמוכים כניסה,סקר,,
NS00001794,2019-01-15 15:50:34,קוליפורם צואתי,פלטה מכוסה,ירמוכים כניסה ,סקר,,
NS00001794,2019-02-12 12:35:38,קוליפורם צואתי,390,ירמוכים כניסה ,סקר,,
NS00001794,2019-03-12 15:01:22,קוליפורם צואתי,264,ירמוכים כניסה ,סקר,,
NS00001794,2019-04-03 15:40:21,קוליפורם צואתי,פלטה מכוסה,ירמוכים כניסה ,סקר,,
NS00001794,2019-04-30 15:26:24,קוליפורם צואתי,פלטה מכוסה,ירמוכים כניסה ,סקר,,
NS00001794,2019-05-28 17:55:37,קוליפורם צואתי,600,ירמוכים כניסה ,סקר,,
NS00001794,2019-06-26 18:07:00,קוליפורם צואתי,פלטה מכוסה,ירמוכים כניסה ,סקר,,
NS00001794,2019-07-23 16:08:27,קוליפורם צואתי,פלטה מכוסה,ירמוכים כניסה ,סקר,,
NS00001794,2019-12-17 13:28:11,קוליפורם צואתי,460,ירמוכים כניסה ,סקר,,
NS00001795,2019-01-15 15:50:34,קוליפורם צואתי,פלטה מכוסה,ירמוכים מאגר ,סקר,,
NS00001795,2019-02-12 12:35:38,קוליפורם צואתי,384,ירמוכים מאגר ,סקר,,
NS00001795,2019-03-12 15:01:22,קוליפורם צואתי,184,ירמוכים מאגר ,סקר,,
NS00001795,2019-04-03 15:40:21,קוליפורם צואתי,פלטה מכוסה,ירמוכים מאגר ,סקר,,
NS00001795,2019-04-30 15:26:24,קוליפורם צואתי,420,ירמוכים מאגר ,סקר,,
NS00001795,2019-05-28 17:55:37,קוליפורם צואתי,44,ירמוכים מאגר ,סקר,,
NS00001795,2019-06-26 18:07:00,קוליפורם צואתי,20,ירמוכים מאגר ,סקר,,
NS00001795,2019-07-23 16:08:27,קוליפורם צואתי,60,ירמוכים מאגר ,סקר,,
NS00001795,2019-12-17 13:28:11,קוליפורם צואתי,328,ירמוכים מאגר ,סקר,,
NS00000722,2019-03-26 17:43:42,E.coli MUG,50,בצת ראש המעיין,בצת עכו,,
NS00000722,2019-03-26 17:43:42,קוליפורם צואתי,70,בצת ראש המעיין,בצת עכו,,
NS00000722,2019-04-10 14:21:49,E.coli MUG,50,בצת ראש המעיין,בצת עכו,,
NS00000722,2019-04-10 14:21:49,קוליפורם צואתי,50,בצת ראש המעיין,בצת עכו,,
NS00000722,2019-04-16 16:29:05,E.coli MUG,130,בצת ראש המעיין,בצת עכו,,
NS00000722,2019-04-16 16:29:05,קוליפורם צואתי,260,בצת ראש המעיין,בצת עכו,,
NS00000722,2019-05-06 16:33:52,E.coli MUG,40,בצת ראש המעיין,בצת עכו,,
NS00000722,2019-05-06 16:33:52,קוליפורם צואתי,40,בצת ראש המעיין,בצת עכו,,
NS00000722,2019-05-20 15:42:40,E.coli MUG,820,בצת ראש המעיין,בצת עכו,,
NS00000722,2019-05-20 15:42:40,קוליפורם צואתי,820,בצת ראש המעיין,בצת עכו,,
NS00000722,2019-06-02 15:55:39,E.coli MUG,170,בצת ראש המעיין,בצת עכו,,
NS00000722,2019-06-02 15:55:39,קוליפורם צואתי,170,בצת ראש המעיין,בצת עכו,,
NS00000722,2019-06-16 00:00:00,E.coli MUG,200,בצת ראש המעיין,בצת עכו,,
NS00000722,2019-06-16 00:00:00,קוליפורם צואתי,200,בצת ראש המעיין,בצת עכו,,
NS00000722,2019-07-02 15:07:23,קוליפורם צואתי,<1,בצת ראש המעיין,בצת עכו,,
NS00000722,2019-07-15 14:24:18,קוליפורם צואתי,<1,בצת ראש המעיין,בצת עכו,,
NS00000722,2019-08-05 15:52:40,E.coli MUG,200,בצת ראש המעיין,בצת עכו,,
NS00000722,2019-08-05 15:52:40,קוליפורם צואתי,290,בצת ראש המעיין,בצת עכו,,
NS00000722,2019-08-19 09:47:06,קוליפורם צואתי,<2,בצת ראש המעיין,בצת עכו,,
NS00000722,2019-09-02 14:45:03,קוליפורם צואתי,<2,בצת ראש המעיין,בצת עכו,,
NS00000722,2019-09-18 16:44:05,קוליפורם צואתי,<1,בצת ראש המעיין,בצת עכו,,
NS00000722,2019-10-02 17:19:52,E.coli MUG,10,בצת ראש המעיין,בצת עכו,,
NS00000722,2019-10-02 17:19:52,קוליפורם צואתי,10,בצת ראש המעיין,בצת עכו,,
NS00000723,2019-03-26 17:43:42,E.coli MUG,90,בצת בריכה 1,בצת עכו,,
NS00000723,2019-03-26 17:43:42,קוליפורם צואתי,110,בצת בריכה 1,בצת עכו,,
NS00000723,2019-04-10 14:21:49,E.coli MUG,110,בצת בריכה 1,בצת עכו,,
NS00000723,2019-04-10 14:21:49,קוליפורם צואתי,110,בצת בריכה 1,בצת עכו,,
NS00000723,2019-04-16 16:29:05,E.coli MUG,60,בצת בריכה 1,בצת עכו,,
NS00000723,2019-04-16 16:29:05,קוליפורם צואתי,230,בצת בריכה 1,בצת עכו,,
NS00000723,2019-05-06 16:33:52,E.coli MUG,20,בצת בריכה 1,בצת עכו,,
NS00000723,2019-05-06 16:33:52,קוליפורם צואתי,30,בצת בריכה 1,בצת עכו,,
NS00000723,2019-05-20 15:42:40,E.coli MUG,20,בצת בריכה 1,בצת עכו,,
NS00000723,2019-05-20 15:42:40,קוליפורם צואתי,20,בצת בריכה 1,בצת עכו,,
NS00000723,2019-06-02 15:55:39,E.coli MUG,10,בצת בריכה 1,בצת עכו,,
NS00000723,2019-06-02 15:55:39,קוליפורם צואתי,10,בצת בריכה 1,בצת עכו,,
NS00000723,2019-06-16 00:00:00,E.coli MUG,110,בצת בריכה 1,בצת עכו,,
NS00000723,2019-06-16 00:00:00,קוליפורם צואתי,110,בצת בריכה 1,בצת עכו,,
NS00000723,2019-07-02 15:07:23,קוליפורם צואתי,<1,בצת בריכה 1,בצת עכו,,
NS00000723,2019-07-15 14:24:18,קוליפורם צואתי,<1,בצת בריכה 1,בצת עכו,,
NS00000723,2019-08-05 15:52:40,E.coli MUG,10,בצת בריכה 1,בצת עכו,,
NS00000723,2019-08-05 15:52:40,קוליפורם צואתי,10,בצת בריכה 1,בצת עכו,,
NS00000723,2019-08-19 09:47:06,קוליפורם צואתי,<2,בצת בריכה 1,בצת עכו,,
NS00000723,2019-09-02 14:45:03,קוליפורם צואתי,<2,בצת בריכה 1,בצת עכו,,
NS00000723,2019-09-18 16:44:05,קוליפורם צואתי,<1,בצת בריכה 1,בצת עכו,,
NS00000723,2019-10-02 17:19:52,קוליפורם צואתי,<1,בצת בריכה 1,בצת עכו,,
NS00000724,2019-03-26 17:43:42,E.coli MUG,20,בצת בריכה 2,בצת עכו,,
NS00000724,2019-03-26 17:43:42,קוליפורם צואתי,30,בצת בריכה 2,בצת עכו,,
NS00000724,2019-04-10 14:21:49,E.coli MUG,90,בצת בריכה 2,בצת עכו,,
NS00000724,2019-04-10 14:21:49,קוליפורם צואתי,90,בצת בריכה 2,בצת עכו,,
NS00000724,2019-04-16 16:29:05,E.coli MUG,90,בצת בריכה 2,בצת עכו,,
NS00000724,2019-04-16 16:29:05,קוליפורם צואתי,140,בצת בריכה 2,בצת עכו,,
NS00000724,2019-05-06 16:33:52,E.coli MUG,70,בצת בריכה 2,בצת עכו,,
NS00000724,2019-05-06 16:33:52,קוליפורם צואתי,110,בצת בריכה 2,בצת עכו,,
NS00000724,2019-05-20 15:42:40,E.coli MUG,20,בצת בריכה 2,בצת עכו,,
NS00000724,2019-05-20 15:42:40,קוליפורם צואתי,20,בצת בריכה 2,בצת עכו,,
NS00000724,2019-06-02 15:55:39,E.coli MUG,50,בצת בריכה 2,בצת עכו,,
NS00000724,2019-06-02 15:55:39,קוליפורם צואתי,50,בצת בריכה 2,בצת עכו,,
NS00000724,2019-06-16 00:00:00,E.coli MUG,30,בצת בריכה 2,בצת עכו,,
NS00000724,2019-06-16 00:00:00,קוליפורם צואתי,30,בצת בריכה 2,בצת עכו,,
NS00000724,2019-07-02 15:07:23,E.coli MUG,50,בצת בריכה 2,בצת עכו,,
NS00000724,2019-07-02 15:07:23,קוליפורם צואתי,50,בצת בריכה 2,בצת עכו,,
NS00000724,2019-07-15 14:24:18,E.coli MUG,170,בצת בריכה 2,בצת עכו,,
NS00000724,2019-07-15 14:24:18,קוליפורם צואתי,180,בצת בריכה 2,בצת עכו,,
NS00000724,2019-08-05 15:52:40,קוליפורם צואתי,<2,בצת בריכה 2,בצת עכו,,
NS00000724,2019-08-19 09:47:06,E.coli MUG,90,בצת בריכה 2,בצת עכו,,
NS00000724,2019-08-19 09:47:06,קוליפורם צואתי,100,בצת בריכה 2,בצת עכו,,
NS00000724,2019-09-02 14:45:03,E.coli MUG,70,בצת בריכה 2,בצת עכו,,
NS00000724,2019-09-02 14:45:03,קוליפורם צואתי,110,בצת בריכה 2,בצת עכו,,
NS00000724,2019-09-18 16:44:05,E.coli MUG,80,בצת בריכה 2,בצת עכו,,
NS00000724,2019-09-18 16:44:05,קוליפורם צואתי,210,בצת בריכה 2,בצת עכו,,
NS00000724,2019-10-02 17:19:52,E.coli MUG,120,בצת בריכה 2,בצת עכו,,
NS00000724,2019-10-02 17:19:52,קוליפורם צואתי,190,בצת בריכה 2,בצת עכו,,
NS00000725,2019-03-26 17:43:42,E.coli MUG,50,בצת תפיסת אילון,בצת עכו,,
NS00000725,2019-03-26 17:43:42,קוליפורם צואתי,50,בצת תפיסת אילון,בצת עכו,,
NS00000725,2019-04-16 16:29:05,E.coli MUG,10,בצת תפיסת אילון,בצת עכו,,
NS00000725,2019-04-16 16:29:05,קוליפורם צואתי,90,בצת תפיסת אילון,בצת עכו,,
NS00000725,2019-05-06 16:33:52,E.coli MUG,20,בצת תפיסת אילון,בצת עכו,,
NS00000725,2019-05-06 16:33:52,קוליפורם צואתי,20,בצת תפיסת אילון,בצת עכו,,
NS00000725,2019-05-20 15:42:40,E.coli MUG,20,בצת תפיסת אילון,בצת עכו,,
NS00000725,2019-05-20 15:42:40,קוליפורם צואתי,20,בצת תפיסת אילון,בצת עכו,,
NS00000725,2019-08-05 15:52:40,E.coli MUG,50,בצת תפיסת אילון,בצת עכו,,
NS00000725,2019-08-05 15:52:40,קוליפורם צואתי,60,בצת תפיסת אילון,בצת עכו,,
NS00000725,2019-10-02 17:19:52,E.coli MUG,1020,בצת תפיסת אילון,בצת עכו,,
NS00000725,2019-10-02 17:19:52,קוליפורם צואתי,1020,בצת תפיסת אילון,בצת עכו,,
NS00000726,2019-03-26 17:43:42,E.coli MUG,120,געתון חניון אשחר,געתון,,
NS00000726,2019-03-26 17:43:42,קוליפורם צואתי,120,געתון חניון אשחר,געתון,,
NS00000726,2019-04-10 14:21:49,E.coli MUG,20,געתון חניון אשחר,געתון,,
NS00000726,2019-04-10 14:21:49,קוליפורם צואתי,20,געתון חניון אשחר,געתון,,
NS00000726,2019-04-16 16:29:05,E.coli MUG,320,געתון חניון אשחר,געתון,,
NS00000726,2019-04-16 16:29:05,קוליפורם צואתי,400,געתון חניון אשחר,געתון,,
NS00000726,2019-05-06 16:33:52,E.coli MUG,450,געתון חניון אשחר,געתון,,
NS00000726,2019-05-06 16:33:52,קוליפורם צואתי,450,געתון חניון אשחר,געתון,,
NS00000726,2019-05-20 15:42:40,E.coli MUG,80,געתון חניון אשחר,געתון,,
NS00000726,2019-05-20 15:42:40,קוליפורם צואתי,150,געתון חניון אשחר,געתון,,
NS00000726,2019-06-02 15:55:39,E.coli MUG,30,געתון חניון אשחר,געתון,,
NS00000726,2019-06-02 15:55:39,קוליפורם צואתי,30,געתון חניון אשחר,געתון,,
NS00000726,2019-06-16 00:00:00,E.coli MUG,303,געתון חניון אשחר,געתון,,
NS00000726,2019-06-16 00:00:00,קוליפורם צואתי,300,געתון חניון אשחר,געתון,,
NS00000726,2019-07-02 15:07:23,E.coli MUG,10,געתון חניון אשחר,געתון,,
NS00000726,2019-07-02 15:07:23,קוליפורם צואתי,10,געתון חניון אשחר,געתון,,
NS00000726,2019-07-15 14:24:18,E.coli MUG,<2,געתון חניון אשחר,געתון,,
NS00000726,2019-07-15 14:24:18,קוליפורם צואתי,10,געתון חניון אשחר,געתון,,
NS00000726,2019-08-05 15:52:40,E.coli MUG,1530,געתון חניון אשחר,געתון,,
NS00000726,2019-08-05 15:52:40,קוליפורם צואתי,1530,געתון חניון אשחר,געתון,,
NS00000726,2019-08-06 18:51:33,E.coli MUG,10,געתון חניון אשחר,געתון,,
NS00000726,2019-08-06 18:51:33,קוליפורם צואתי,10,געתון חניון אשחר,געתון,,
NS00000726,2019-08-19 09:47:06,E.coli MUG,<2,געתון חניון אשחר,געתון,,
NS00000726,2019-08-19 09:47:06,קוליפורם צואתי,20,געתון חניון אשחר,געתון,,
NS00000726,2019-09-02 14:45:03,E.coli MUG,10,געתון חניון אשחר,געתון,,
NS00000726,2019-09-02 14:45:03,קוליפורם צואתי,20,געתון חניון אשחר,געתון,,
NS00000726,2019-09-18 16:44:05,E.coli MUG,150,געתון חניון אשחר,געתון,,
NS00000726,2019-09-18 16:44:05,קוליפורם צואתי,360,געתון חניון אשחר,געתון,,
NS00000727,2019-03-26 17:43:42,E.coli MUG,110,געתון חניון חורבה,געתון,,
NS00000727,2019-03-26 17:43:42,קוליפורם צואתי,120,געתון חניון חורבה,געתון,,
NS00000727,2019-04-10 14:21:49,E.coli MUG,10,געתון חניון חורבה,געתון,,
NS00000727,2019-04-10 14:21:49,קוליפורם צואתי,10,געתון חניון חורבה,געתון,,
NS00000727,2019-04-16 16:29:05,E.coli MUG,380,געתון חניון חורבה,געתון,,
NS00000727,2019-04-16 16:29:05,קוליפורם צואתי,500,געתון חניון חורבה,געתון,,
NS00000727,2019-05-06 16:33:52,E.coli MUG,550,געתון חניון חורבה,געתון,,
NS00000727,2019-05-06 16:33:52,קוליפורם צואתי,550,געתון חניון חורבה,געתון,,
NS00000727,2019-05-20 15:42:40,E.coli MUG,260,געתון חניון חורבה,געתון,,
NS00000727,2019-05-20 15:42:40,קוליפורם צואתי,270,געתון חניון חורבה,געתון,,
NS00000727,2019-06-02 15:55:39,E.coli MUG,300,געתון חניון חורבה,געתון,,
NS00000727,2019-06-02 15:55:39,קוליפורם צואתי,300,געתון חניון חורבה,געתון,,
NS00000727,2019-06-16 00:00:00,E.coli MUG,400,געתון חניון חורבה,געתון,,
NS00000727,2019-06-16 00:00:00,קוליפורם צואתי,400,געתון חניון חורבה,געתון,,
NS00000727,2019-07-02 15:07:23,E.coli MUG,380,געתון חניון חורבה,געתון,,
NS00000727,2019-07-02 15:07:23,קוליפורם צואתי,400,געתון חניון חורבה,געתון,,
NS00000727,2019-07-15 14:24:18,E.coli MUG,200,געתון חניון חורבה,געתון,,
NS00000727,2019-07-15 14:24:18,קוליפורם צואתי,280,געתון חניון חורבה,געתון,,
NS00000727,2019-08-05 15:52:40,E.coli MUG,630,געתון חניון חורבה,געתון,,
NS00000727,2019-08-05 15:52:40,קוליפורם צואתי,630,געתון חניון חורבה,געתון,,
NS00000727,2019-08-19 09:47:06,E.coli MUG,460,געתון חניון חורבה,געתון,,
NS00000727,2019-08-19 09:47:06,קוליפורם צואתי,460,געתון חניון חורבה,געתון,,
NS00000727,2019-09-02 14:45:03,E.coli MUG,250,געתון חניון חורבה,געתון,,
NS00000727,2019-09-02 14:45:03,קוליפורם צואתי,700,געתון חניון חורבה,געתון,,
NS00000732,2019-04-16 16:29:05,E.coli MUG,850,צלמון תחנת קמח,צלמון,,
NS00000732,2019-04-16 16:29:05,קוליפורם צואתי,1180,צלמון תחנת קמח,צלמון,,
NS00000732,2019-04-17 15:02:06,E.coli MUG,420,צלמון תחנת קמח,צלמון,,
NS00000732,2019-04-17 15:02:06,קוליפורם צואתי,420,צלמון תחנת קמח,צלמון,,
NS00000732,2019-05-06 16:33:52,E.coli MUG,120,צלמון תחנת קמח,צלמון,,
NS00000732,2019-05-06 16:33:52,קוליפורם צואתי,160,צלמון תחנת קמח,צלמון,,
NS00000732,2019-05-20 15:42:40,E.coli MUG,560,צלמון תחנת קמח,צלמון,,
NS00000732,2019-05-20 15:42:40,קוליפורם צואתי,560,צלמון תחנת קמח,צלמון,,
NS00000732,2019-06-02 15:55:39,E.coli MUG,3500,צלמון תחנת קמח,צלמון,,
NS00000732,2019-06-02 15:55:39,קוליפורם צואתי,3500,צלמון תחנת קמח,צלמון,,
NS00000732,2019-06-03 18:08:35,E.coli MUG,פלטה מכוסה,צלמון תחנת קמח,צלמון,,
NS00000732,2019-06-03 18:08:35,קוליפורם צואתי,פלטה מכוסה,צלמון תחנת קמח,צלמון,,
